epoch,lr,loss,iou,val_loss,val_iou
0,0.001,1.2262096878809807,0.08798463649164023,1.140157266859819,0.012977214455003622
1,0.001,1.0912044124725537,0.2304546170989267,1.0486806943993563,0.2548380450541077
2,0.001,1.0244934811041906,0.27505893218497945,1.0006277126936234,0.27110209216044556
3,0.001,0.9833269035204862,0.28503825922771436,0.9603684243105743,0.35198910703191494
4,0.001,0.9503172827072632,0.31699542570606476,0.9289672087768281,0.41813763038330753
5,0.001,0.9160941472420325,0.38588433370163305,0.897902706521116,0.4392689494419428
6,0.001,0.8868735921688569,0.41848921303761566,0.8672188564696172,0.46510022767207504
7,0.001,0.863853877935654,0.4373090321743743,0.8452689450009989,0.5000088999519021
8,0.001,0.8440990577905606,0.4445123380495301,0.8271318900753075,0.5173006599165285
9,0.001,0.8282425082646884,0.47207456551496363,0.8147501257867117,0.4846664828743078
10,0.001,0.8175598948429792,0.47934640125200656,0.8026726404622331,0.5893659381193503
11,0.001,0.8047739129800063,0.5093001099120262,0.7907244033453253,0.5497365937559083
12,0.001,0.7980615328519772,0.5147610382291149,0.7859969127651366,0.5554561247126454
13,0.001,0.7916932289416974,0.5144473840756031,0.7766456930646518,0.619522296035305
14,0.001,0.7887078989774753,0.5170240196897733,0.7759692843683855,0.5790523561348195
15,0.001,0.7789193177834536,0.5446151210858703,0.7747406783238263,0.6521191391276117
16,0.001,0.7760474070524558,0.5572889342122259,0.7761891023297621,0.5239714525643454
17,0.001,0.7728846493439797,0.5528491248633067,0.7628224310435345,0.5865081645245632
18,0.001,0.770948854012367,0.5649859456248159,0.7608525094393731,0.5969626423942012
19,0.001,0.7647108588463221,0.5856407224666564,0.7602510871258343,0.670007821320381
20,0.001,0.763248453537623,0.5773477739746816,0.754555731363089,0.6808257341660161
21,0.001,0.7574344468422425,0.5993432359214645,0.752202009040476,0.6739866471828926
22,0.001,0.7570726863848858,0.5961643068677491,0.7484217857734494,0.6886795913899703
23,0.001,0.7571456883198175,0.5958741505563466,0.7621249542804137,0.5299730438795104
24,0.001,0.7553572020469568,0.589870607752883,0.7554557301323485,0.6774327248365466
25,0.001,0.7504650675333463,0.6123633053074072,0.7438126331560132,0.7095833172307859
26,0.001,0.7459242450885284,0.632049430509787,0.7458461310127786,0.7191759035740941
27,0.001,0.745079463873154,0.6364271403593362,0.7446942548440452,0.7095286847653127
28,0.001,0.745826012813128,0.6443550913698511,0.748514768179797,0.6984573627957155
29,0.001,0.7427427050394889,0.6330767720270318,0.744575306715947,0.6628845909319658
30,0.001,0.7420844259934548,0.654963201037816,0.7389254543295896,0.718877752597966
31,0.001,0.7410387717760526,0.6572369806532733,0.7381241817633107,0.7218130877999374
32,0.001,0.7380577746110085,0.6665843520652895,0.7410016245329121,0.6550535184506089
33,0.001,0.7378644744555155,0.65691288595675,0.7404041540607448,0.7229873735168183
34,0.001,0.7366343155885354,0.6709518888840511,0.7403054070228499,0.6456785794248686
35,0.001,0.7370526110514616,0.6582091312640146,0.739893307606481,0.7198536259865345
36,0.001,0.7353491882483164,0.6715072249163788,0.7355176832398135,0.7150190442527333
37,0.001,0.7344876993925143,0.6707204391463875,0.7370277983583653,0.7296627020915444
38,0.001,0.7322618739727216,0.6808160179670594,0.7429316870381677,0.7297190763579893
39,0.001,0.7321255466876886,0.6844905050620429,0.7345086510904925,0.7393860424744867
40,0.001,0.7318867582541245,0.6921999498600794,0.7384228291951129,0.7405863013501234
41,0.001,0.7308987772617584,0.6843892946089654,0.7351350275258248,0.7606070414372966
42,0.001,0.7289159190960419,0.6808760993885209,0.7344336257090794,0.7300084961258089
43,0.001,0.7296954974150046,0.6959766860467395,0.7345322770437419,0.7506690793965706
44,0.001,0.7275260503475482,0.7086777677095016,0.7323518108466829,0.7672143634910072
45,0.001,0.7286961995638334,0.6970262750297256,0.7309542774543567,0.7232965044136053
46,0.001,0.7289786132482382,0.6921916679369476,0.7306778942271781,0.7650335395383059
47,0.001,0.7256112373792208,0.7025188073836877,0.7300280218087757,0.7543458097388662
48,0.001,0.7266049621961056,0.6947623370429914,0.7327666504740257,0.7114997477600742
49,0.001,0.724481809597749,0.7069438312291343,0.7298454590399348,0.7661192164001346
50,0.001,0.7241595605245004,0.7066738784584962,0.736614800980088,0.7278587358905705
51,0.001,0.7252858869540386,0.6973810558063251,0.7302553501080307,0.7557396666157999
52,0.001,0.7257514832875668,0.7009036978564688,0.7336815661260627,0.7701195258161795
53,0.001,0.7231747240592272,0.715363218975014,0.7295281845079341,0.764017410480662
54,0.001,0.721126642746803,0.7251612650277665,0.72851213862435,0.7412691874834054
55,0.001,0.7236395783913441,0.712839196543093,0.7283563685630867,0.770330655394437
56,0.001,0.7217596754049643,0.722170004924314,0.7279175664184951,0.7670971716691612
57,0.001,0.7212836497869247,0.7344759783821845,0.72759684405162,0.7401204160011877
58,0.001,0.7186896800994873,0.7336552557845569,0.7268068400448935,0.7638208193036948
59,0.001,0.7186291164312607,0.7416249137347196,0.7276763547397912,0.7748297342455001
60,0.001,0.7188062507372636,0.7396069382337306,0.7268531976527655,0.7719469484774397
61,0.001,0.7188195945360721,0.7328998147936506,0.7270084552361932,0.7579526349034407
62,0.001,0.7177400290966034,0.7409603491056513,0.7274862387421495,0.7739874440273267
63,0.001,0.7185111114611993,0.7358262601994747,0.7276770799932345,0.7640555415318118
64,0.001,0.7181577338622167,0.7486143852293926,0.7275932912026721,0.7837243955038691
65,0.001,0.718901629631336,0.7345485379371752,0.7282531418659928,0.7827663326605285
66,0.001,0.7179125608542026,0.7464822919093872,0.7258053392973203,0.7802159908524431
67,0.001,0.7170161765355331,0.7487321148796189,0.7249358419266919,0.7775768084743845
68,0.001,0.7151744335125654,0.7501106867445292,0.7255404894544282,0.7834912993183015
69,0.001,0.7159836215850635,0.7419907134497785,0.7295793172797229,0.7840996728703088
70,0.001,0.7144283705796951,0.7613946277445096,0.7244535071749083,0.7818986251306351
71,0.001,0.7170303494502337,0.7416629172195964,0.7268645764160401,0.7827897838677572
72,0.001,0.7145652579955566,0.7593789100990995,0.7259745703921886,0.7858923672052399
73,0.001,0.7147189095998422,0.7553414536246357,0.7245970346252989,0.7859627873821206
74,0.001,0.7139778886085901,0.7554935722516165,0.7247155532336266,0.7742930751915518
75,0.001,0.7132723407867627,0.7599599177192076,0.7259351826355186,0.7884547654521342
76,0.001,0.7134032555115528,0.7532192086996283,0.7263345037623954,0.7884578756145538
77,0.001,0.7132216157057346,0.767723361713844,0.7256113184704213,0.7891283093805227
78,0.001,0.7148292003533779,0.7674416049614959,0.7246960256530136,0.7827795280274639
79,0.001,0.7125236781743857,0.7588068157763199,0.7252410033600889,0.787605995842847
80,0.001,0.711999679223085,0.7631003174186399,0.7254773219629989,0.7861010626305365
81,0.001,0.7124970379548196,0.7587961326757615,0.7242341558240287,0.7847535859208571
82,0.001,0.7125915999595935,0.7605709210329239,0.7245190661023735,0.7902353935749885
83,0.001,0.7107784228447156,0.7759393288398351,0.7249954923624876,0.7915680806281922
84,0.001,0.7118381399374741,0.7622868469068012,0.7252223755730252,0.7920795578948094
85,0.001,0.7118680209685595,0.7685942512232616,0.7244281545186012,0.7908326120764086
86,0.001,0.710880595139968,0.7777894891271199,0.7243850694423143,0.7882202635173369
87,0.001,0.7127595498011663,0.7644610462123547,0.7241411615883342,0.7886927179669396
88,0.001,0.7128254412076412,0.7573282887703494,0.7249569765431627,0.7937440279851611
89,0.001,0.712592906676806,0.7685925498960433,0.7243751105822613,0.7916491809748152
90,0.001,0.7120644954534677,0.7720409585022274,0.724394260463275,0.7906550022873405
91,0.001,0.7118322635308291,0.7621475533312274,0.7241512818617338,0.7870880034012168
92,0.001,0.7122608056435218,0.7640459886951053,0.7241012118995266,0.7861055726705768
93,0.001,0.7097706573131757,0.7652539751255266,0.7244053251764686,0.7876400586196395
94,0.001,0.7106987673502702,0.7699650393400516,0.7246420683384552,0.78951248382183
95,0.001,0.7116439426556612,0.7737539787568736,0.7244900961080983,0.7903232091218166
96,0.001,0.7113067859258407,0.7690775362053522,0.7249141363725161,0.7925385283573859
97,0.001,0.7100951258952801,0.7764659488165018,0.7242043429697064,0.7890201539628906
98,0.001,0.7131146597556579,0.7643760246934844,0.7247016878653122,0.7885401158057576
99,0.001,0.7096726428239774,0.7814304741156578,0.7246720901524669,0.7914599081880435
